FID,OBJECTID,SHAPE,ANL_NAME,BEZIRK,FLAECHE,OEFF_ZEITEN,SPIELEN_IM_PARK,WASSER_IM_PARK,HUNDE_IM_PARK,TELEFON,WEBLINK1,SE_ANNO_CAD_DATA
PARKINFOOGD.1906921,1906921,POINT (16.411323422881047 48.25141166923257),Freiligrathpark,21,10.475 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906922,1906922,POINT (16.416728368625513 48.30124615547207),PA Freiheitsplatz,21,342 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906923,1906923,POINT (16.38892172202869 48.26669718211752),Franz-Polly-Park,21,4.855 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906924,1906924,POINT (16.389209476735097 48.25643791543852),Floridsdorfer Aupark,21,51.679 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906925,1906925,POINT (16.40041092140768 48.28017203781015),PA Ferdinand-Käs-Gasse,21,2.044 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906926,1906926,POINT (16.389975637863447 48.263166416364314),PA Edisonstraße,21,2.411 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906927,1906927,POINT (16.44268525163731 48.161225569432226),Schloss Neugebäude - Unterer Garten,11,17.232 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906928,1906928,POINT (16.531693268666473 48.24945308033518),PA Breitenleer Straße,22,1.729 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906929,1906929,POINT (16.525707236426086 48.21456948834953),Bill-Grah-Park,22,3.616 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906930,1906930,POINT (16.4411954719225 48.240920742283016),PA Bernoullistraße,22,3.048 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906931,1906931,POINT (16.478748821354888 48.24389325473913),Teich Hirschstetten,22,215.206 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906932,1906932,POINT (16.482504668737555 48.21723629935525),Astrid-Lindgren-Park,22,6.386 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906933,1906933,POINT (16.4908717030059 48.225597765065466),PA An den alten Schanzen,22,5.297 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906934,1906934,POINT (16.475707508107188 48.212509902682555),PA Am Müllnermais,22,3.502 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906935,1906935,POINT (16.451405091859172 48.22396831309186),Stadlauer Bahnhofspark,22,2.594 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906936,1906936,POINT (16.40580751292212 48.2745131669166),PA Thomagasse,21,9.852 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906937,1906937,POINT (16.45522049240977 48.26799291471431),PA Seyringer Straße,21,4.737 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906938,1906938,POINT (16.401634727488577 48.27452087797441),PA Trillergasse,21,10.845 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906939,1906939,POINT (16.399451878092133 48.25168052452893),Tora-San-Park,21,5.785 m²,0:00-24:00,Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906940,1906940,POINT (16.447374992698542 48.26198451121976),Fritz-Jöchlinger-Park,21,872 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906941,1906941,POINT (16.392712577282982 48.259324416931236),PA Schwaigergasse,21,10.558 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906942,1906942,POINT (16.399086640989285 48.26161054904832),Paul-Hock-Park,21,5.264 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906943,1906943,POINT (16.44524072418697 48.27180267233758),PA Else-Feldmann-Promenade,21,4.817 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906944,1906944,POINT (16.447393692145255 48.26830975539959),PA Wassermanngasse,21,2.115 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906945,1906945,POINT (16.445417196115702 48.269530538663034),PA Dopschstraße,21,4.836 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906946,1906946,POINT (16.391256250192143 48.289490048157596),PA Mühlweg,21,5.848 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906947,1906947,POINT (16.447921953990797 48.27773101499912),PA Möllplatz,21,8.346 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906948,1906948,POINT (16.442299812510907 48.271586384531744),PA Moritz-Dreger-Gasse,21,2.913 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906949,1906949,POINT (16.386570360228323 48.29483573212666),PA Mayerweckstraße,21,2.362 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906950,1906950,POINT (16.43675046406371 48.270608439680785),PA Max-Jellinek-Gasse,21,2.436 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906951,1906951,POINT (16.398242388113875 48.26436774109956),Marie-Schuller-Park,21,6.503 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906952,1906952,POINT (16.437102639813247 48.249416303437144),PA Schrickgasse,22,9.715 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906953,1906953,POINT (16.42768144059668 48.22187330993712),PA Schnitterweg,22,3.595 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906954,1906954,POINT (16.455930625175267 48.221788160077274),PA Schickgasse,22,1.451 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906955,1906955,POINT (16.525316957613768 48.2180625144993),PA Rosenbergstraße,22,2.433 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906956,1906956,POINT (16.45510570980661 48.25756126230756),PA Falcogasse,22,10.810 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906957,1906957,POINT (16.465716696910427 48.22318492143206),PA Reclamgasse,22,1.273 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906958,1906958,POINT (16.444670828416843 48.22919032351514),PA Schreinerweg,22,5.936 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906959,1906959,POINT (16.468593353939795 48.23569232850949),PA Friedhof Hirschstetten,22,6.546 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906960,1906960,POINT (16.480220212218207 48.23860336029975),PA Pirquetgasse,22,3.159 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906961,1906961,POINT (16.48365783554516 48.22139486823586),PA Pilotengasse,22,6.115 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906962,1906962,POINT (16.51820385265234 48.20886038553325),PA Kirschenallee,22,14.714 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906963,1906963,POINT (16.449763059726767 48.23218864234391),Otto-Affenzeller-Park,22,12.882 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906964,1906964,POINT (16.490581455498887 48.21453269618861),PA Benjowskigasse,22,6.222 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906965,1906965,POINT (16.431903240971742 48.246619236000576),Kirschblütenpark,22,34.806 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906966,1906966,POINT (16.534826355172417 48.22925368498768),PA Kaschauerplatz,22,10.294 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906967,1906967,POINT (16.468110622653768 48.23444145655693),PA Kartouschgasse,22,23.779 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906968,1906968,POINT (16.44762426540837 48.2488365757425),PA Kagraner Platz,22,4.395 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906969,1906969,POINT (16.52563440040341 48.21394005043834),Jazzpark Essling,22,4.717 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906970,1906970,POINT (16.44337199892053 48.25855084593409),Ingeborg-Bachmann-Park,22,12.193 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906971,1906971,POINT (16.466878138668093 48.231706712508085),PA Hyazinthengasse,22,4.964 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906972,1906972,POINT (16.461067826941893 48.23416388760731),Hirschstettner Aupark,22,34.047 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906973,1906973,POINT (16.488592466274266 48.212157852635976),Lumbyepark,22,4.523 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906974,1906974,POINT (16.449630915577465 48.25518638528109),PA Ferdinand-Stransky-Weg,22,5.287 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906975,1906975,POINT (16.528932494205367 48.213133029204116),PA Eßlinger Hauptstraße,22,1.387 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906976,1906976,POINT (16.524780999232547 48.213035037936244),PA Raphael-Donner-Allee,22,8.749 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906977,1906977,POINT (16.47788023344265 48.21993918536035),PA Eibengasse,22,6.542 m²,Ballspielplatz: Mo-Fr: 8:00-22:00 Sa-So: 10:00-22:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906978,1906978,POINT (16.44375336786689 48.23880549495935),PA Düsseldorfstraße,22,4.526 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906979,1906979,POINT (16.266559620517107 48.13755336262932),PA Reulingweg,23,1.448 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906980,1906980,POINT (16.265746891211165 48.143500480716355),Josef-Schoiswohl-Park,23,840 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906981,1906981,POINT (16.34680779880032 48.14993538920275),PA Inzersdorf Kirchenplatz,23,993 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906982,1906982,POINT (16.35055168257662 48.14723631236134),PA Friedhof Inzersdorf,23,5.688 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906983,1906983,POINT (16.312926365036727 48.148313060982574),PA Alma-Seidler-Weg,23,9.463 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906984,1906984,POINT (16.35258379861897 48.14742393812755),Hans-Dunkl-Park,23,8.116 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906985,1906985,POINT (16.261102197259795 48.13932638192107),PA Hadersbergensteig,23,4.250 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906986,1906986,POINT (16.306163808190632 48.15008134718682),PA Gregorygasse,23,17.462 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906987,1906987,POINT (16.2800954682345 48.139315119886575),Margarete-Ottillinger-Park,23,12.139 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906988,1906988,POINT (16.28812363534707 48.136088001055796),Friedrich-Khek-Anlage,23,1.403 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906989,1906989,POINT (16.282468491742982 48.14450590493434),Fridtjof-Nansen-Park,23,56.607 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906990,1906990,POINT (16.466804071675757 48.224073440362076),PA Rosmaringasse,22,3.194 m²,"Ballspielplatz: Okt-April: 9:00-19:00, Mai-Sep: 9:00-21:00",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906991,1906991,POINT (16.314465052941685 48.141763609230495),PA Friedhof Erlaa,23,2.544 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906992,1906992,POINT (16.268034178022805 48.13437414584073),Engelbert-Schliemann-Park,23,2.275 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906993,1906993,POINT (16.291360233017627 48.153079288048815),PA Endemanngasse,23,736 m²,0:00-24:00,Nein,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906994,1906994,POINT (16.273696900530044 48.15621703267817),Druk-Yul-Park,23,2.471 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906995,1906995,POINT (16.341892121644943 48.15181223773851),Draschepark,23,123.130 m²,0:00-24:00,Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906996,1906996,POINT (16.296469672710916 48.14373682580769),Dr.-Rudolf-Hatschek-Park,23,1.546 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906997,1906997,POINT (16.286761444110674 48.14542014555204),PA Dirmhirngasse,23,7.935 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906998,1906998,POINT (16.306498283742346 48.15489535385961),PA Chromygasse,23,3.016 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1906999,1906999,POINT (16.315389483372165 48.140003366499506),PaN-Park,23,14.523 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907000,1907000,POINT (16.312756209496705 48.12867797563353),PA Basler Gasse,23,3.055 m²,"Ballspielkäfig:Mai-Okt: 08:00-20:00, Nov-Apr: keine Sperre",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907001,1907001,POINT (16.312002732730054 48.15553004084029),PA Auer-Welsbach-Straße,23,13.837 m²,0:00-24:00,Nein,Nein,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907002,1907002,POINT (16.296475851034202 48.14221641954145),PA Anton-Heger-Platz,23,1.179 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907003,1907003,POINT (16.480617009327663 48.24142478482009),PA Ziegelhofstraße,22,4.449 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907004,1907004,POINT (16.449665686044312 48.23765391542846),PA Strakaweg,22,13.493 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907005,1907005,POINT (16.433901485965336 48.25250149238217),PA Rudolf-Köppl-Gasse,22,4.462 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907006,1907006,POINT (16.467675149416923 48.23718142696227),PA Anfanggasse,22,19.489 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907007,1907007,POINT (16.425116124063806 48.226955158326035),Cholewkapark,22,5.474 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907008,1907008,POINT (16.419417973259772 48.22764295891053),Hans-Hass-Park,22,3.373 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907009,1907009,POINT (16.332480092783808 48.19024133931436),PA Henriettenplatz,15,1.528 m²,"Ballspielkäfig: Nov-März: 7:00-19:00, Apr-Okt: 7:00-21:00",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907010,1907010,POINT (16.398883602015996 48.24888628196053),Ferdinand-Kaufmann-Platz,21,22.145 m²,0:00-24:00,Nein,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907011,1907011,POINT (16.412985163463272 48.29707116792145),PA Edi-Finger-Straße,21,1.311 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907012,1907012,POINT (16.39902779966401 48.21424191433332),Prater - Schulverkehrsgartenwiese,2,5.173 m²,0:00-24:00,Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907013,1907013,POINT (16.402310083898232 48.2100389114011),Prater - Spenadlwiese,2,27.207 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907014,1907014,POINT (16.288775285444842 48.187003713471),PA Neue-Welt-Gasse,13,232 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907015,1907015,POINT (16.262063655039942 48.19128763465767),Erna-Reitmeyer-Park,13,1.175 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907016,1907016,POINT (16.26548252823464 48.18267789038342),PA Clarplatz,13,826 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907017,1907017,POINT (16.28114588480913 48.16567757217483),Andreas-Rett-Park,13,5.278 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907018,1907018,POINT (16.319361260045312 48.158628126439105),PA Zanaschkagasse,12,5.228 m²,"Okt-März:06:00-21:00, Apr-Sep:06:00-21:30",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907019,1907019,POINT (16.33123428946447 48.1758146491453),Vivenotpark,12,2.377 m²,"Okt-März:06:00-21:00, Apr-Sep:06:00-21:30",Nein,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907020,1907020,POINT (16.32858920821583 48.17296538596109),Theodor-Körner-Park,12,6.498 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907021,1907021,POINT (16.30679255239741 48.16912205162755),PA Schlöglgasse,12,10.929 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907022,1907022,POINT (16.326855400117875 48.173683945444374),PA Wienerbergbrücke,12,1.390 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907023,1907023,POINT (16.32670197954 48.158818441434086),PA Schöpfwerk,12,9.446 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907024,1907024,POINT (16.403491017736737 48.21018239612554),Prater - Konstantinhügel,2,16.175 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907025,1907025,POINT (16.30592832311146 48.16896002923228),Karl-Voitl-Park,12,1.019 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907026,1907026,POINT (16.30640539837012 48.165728637891704),Franz-Hübel-Park,12,10.112 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907027,1907027,POINT (16.30382089188659 48.16188071747928),PA Hervicusgasse,12,4.706 m²,0:00-24:00,Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907028,1907028,POINT (16.301848090667363 48.16968875896709),Friederike-Stoiber-Park,12,1.911 m²,"Okt-März:06:00-21:00, Apr-Sep:06:00-21:30",Ja,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907029,1907029,POINT (16.337023829950123 48.17787943790953),PA Canalettogasse,12,310 m²,"Okt-März:06:00-21:00, Apr-Sep:06:00-21:30",Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907030,1907030,POINT (16.40991767855429 48.21117840849301),Prater - Rotundenwiese,2,2.993 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907031,1907031,POINT (16.326378628923507 48.164446033651686),Miep-Gies-Park,12,12.603 m²,"Hundezone:Okt-März:06:00-21:00, Apr-Sep:06:00-21:30",Ja,Ja,Ja,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907032,1907032,POINT (16.315947203765276 48.24239419623835),PA Glanzinggasse,19,1.262 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907033,1907033,POINT (16.3088966333989 48.240988216504306),Pötzleinsdorfer Schloßpark,18,348.633 m²,"Okt-Mär: 8:00-18:00, Apr-Sep: 7:00-21:00 (Sperrzeiten witterungsabhängig)",Ja,Ja,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907034,1907034,POINT (16.315868436815286 48.23970324141187),PA Pötzleinsdorfer Straße,18,794 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
PARKINFOOGD.1907035,1907035,POINT (16.323384922425163 48.2266211681083),PA Lazargasse,17,1.211 m²,0:00-24:00,Nein,Nein,Nein,01 4000 8042,http://www.wien.gv.at/umwelt/parks/anlagen/index.html,
